userId,lang_count,counts_details,counts_pictures,counts_kisses,whazzup_len,cluster_4,cluster_5
535d6990c46da16e408b4d20,1,0.92,7,71,55,2,2
535d7f92cb6da18c1c8b488a,1,0.73,4,91,7,2,2
535e4608150ba00b088b5a8a,1,0.69,2,545,2,1,3
535f829e150ba02e248b5956,1,0.96,10,72,75,2,2
536005c7160ba085128b45b0,1,0.42,7,330,23,0,3
5360269dc56da1624b8b456a,1,0.19,9,326,14,0,3
5360b6b1190ba080538b51a0,1,0.92,4,67,12,2,2
53652674cb6da149048b470e,1,0.46,8,181,7,0,0
53656418170ba043628b45f4,1,0.65,6,19,28,2,2
5366736e1a0ba0d1368b550b,1,0.77,1,76,0,2,2
53672dc8ca6da153338b5edc,1,0.38,7,159,71,0,0
536756d7160ba072528b8017,1,0.88,9,1791,43,3,4
536763e61a0ba0316b8b85ad,2,0.81,3,85,4,2,2
53692549160ba0bc328b48bb,1,0.69,3,11,44,2,2
53694b6c1b0ba06e048b4b78,2,0.92,6,35,0,2,2
536a4ed3180ba04c648b7b13,1,0.69,2,494,0,1,3
536b5480c56da1f12c8b52b3,1,0.0,3,35,0,2,2
536bee17e76da1042f8b456b,1,0.58,1,24,0,2,2
536bf5e2160ba079218b4bfe,2,0.73,3,352,41,0,3
536c89b6c86da194028b4586,3,0.42,3,19,9,2,2
536e5f62190ba0f6528b6ff9,1,0.46,4,217,6,0,0
536eac5e1a0ba0855d8b4714,1,0.92,4,462,16,0,3
536f34391a0ba0b32e8b4762,1,0.62,10,1025,23,1,1
536ffad4ea6da1f2378b45fe,1,0.5,10,797,39,1,1
5372aee9150ba0ee028b459c,1,0.77,5,72,0,2,2
5373562fe86da1625b8b45ab,1,0.15,6,36,0,2,2
537395e0170ba0f40f8b4615,1,0.88,9,164,24,0,0
537504e4160ba060138b464d,1,0.6,4,52,0,2,2
53752b6ec56da16e198b5ead,1,0.85,1,10,2,2,2
537707801a0ba0716b8b8377,1,0.65,0,1,0,2,2
5378cd74e96da19e458b7eed,2,0.65,9,174,21,0,0
537a75bd160ba0ac4b8b4daa,1,0.85,8,56,0,2,2
537a796f1a0ba029578b5148,1,0.46,4,345,3,0,3
537bd817e86da14c068b71ba,1,0.77,3,25,0,2,2
537c879e1a0ba0c0118b6784,5,1.0,3,777,24,1,1
537ce736ea6da1281a8b8f12,1,0.96,5,40,20,2,2
53820cc2e96da1e7528b65ed,1,0.92,6,131,0,2,0
53831c0a140ba020708b75c0,3,0.73,5,679,71,1,1
53836710170ba0401c8b5f0f,1,0.88,4,50,25,2,2
5384b9d8e86da175848b86b1,1,0.81,1,43,0,2,2
5384d990190ba09a308b64d6,1,0.19,3,36,0,2,2
5384f9d2180ba0d5338b5465,1,1.0,3,13,79,2,2
5384fa1f150ba06c0b8b58d0,1,0.85,11,137,6,2,0
5386f58d190ba0a42e8b49af,1,0.77,7,307,14,0,3
53870918c66da1b22f8b478c,1,1.0,1,101,22,2,2
53877ec4ca6da1fa4e8b7c7b,1,0.81,4,363,0,0,3
53885a1cc66da1d92e8b485c,1,1.0,11,104,59,2,2
53889c46ca6da143238b95dc,1,0.65,1,63,3,2,2
53897704170ba0f1468b8cc5,1,0.58,2,37,5,2,2
538a7894e96da1ab778b6847,1,0.85,8,41,64,2,2
538afd85cb6da1512a8b6e5b,1,0.96,5,62,18,2,2
538b604e180ba0a0088b4bce,1,0.92,11,34,26,2,2
538ca1b0c96da1654d8b7617,1,0.62,1,156,7,2,0
538cdf91c76da1c0108b48a9,1,0.73,6,200,0,0,0
538d0de5150ba0ce428b5333,1,0.65,8,785,2,1,1
538da33eca6da14f238b47d8,1,0.58,3,175,2,0,0
538ee5af1a0ba0537b8b4e47,1,0.5,2,857,50,1,1
539329c9ea6da14f988b8537,1,0.77,1,93,8,2,2
5394495a190ba089368b6ed0,3,0.88,7,144,19,2,0
539574b7cb6da141828b5f21,1,0.23,6,102,68,2,2
5398c3d6170ba0c3148b5a15,1,0.54,3,98,0,2,2
53998179c96da1050c8b501d,1,0.81,5,467,41,0,3
539b146cea6da1f0178b565f,1,0.5,3,583,38,1,3
539b4a57e96da19d588b8f1a,1,0.69,2,139,0,2,0
539beb52c96da19e5e8b7d63,1,0.96,8,342,88,0,3
539c086be96da13e248b6aee,1,1.0,9,81,90,2,2
539c60f3150ba0415f8b6c23,1,0.85,5,121,32,2,0
539c80a5170ba01b368b64b0,1,0.46,2,116,0,2,0
539c9e42c76da139378b52c4,1,0.38,6,69,6,2,2
539e0fbc1a0ba066668b4a2d,1,0.35,5,201,44,0,0
539ec1c5190ba0f8718b67e8,1,1.0,9,1224,50,3,4
53a09cc2c46da1621d8b5a69,1,0.0,7,111,3,2,0
53a0aaefc96da18a018b4ad2,1,0.88,6,23,22,2,2
53a2f8aa160ba02b3a8b55ff,1,0.04,5,128,4,2,0
53a3060bea6da1388e8b49af,1,0.88,2,591,9,1,3
53a46eebe56da17a6a8b4b67,1,0.5,7,876,45,1,1
53a4ab7bc76da1e57f8b4720,1,0.31,5,282,19,0,0
53a6e8c8150ba04b5a8b4971,1,0.42,5,1902,21,3,4
53a9cd15170ba04a5e8b4713,1,0.85,0,35,12,2,2
53aa79a7190ba043018b4b0e,1,0.0,2,22,0,2,2
53aad447ca6da1a12d8b4c5c,1,0.62,8,289,0,0,0
53abf3c41b0ba0d4688b4a46,1,1.0,6,123,87,2,0
53ac6f93150ba0bc7f8b4b69,1,0.85,8,455,32,0,3
53ac842ae96da15a348b4869,1,0.88,5,604,20,1,3
53acc1181b0ba0a7208b6014,1,0.77,4,9,0,2,2
53ad54881b0ba02d7d8b49f0,1,0.92,7,63,20,2,2
53adbd80ea6da12f288b46ac,1,1.0,6,8,26,2,2
53ae7f9f190ba0cc358b4b8d,1,0.73,6,531,56,1,3
53aea89cc96da1a1918b485d,1,0.92,5,97,0,2,2
53b001d7c56da18a148b4ff2,1,0.58,5,1470,89,3,4
53b07890160ba0fa1e8b51f1,1,0.73,6,127,86,2,0
53b07b48160ba0b3388b47f9,1,0.88,4,646,36,1,1
53b09664180ba02b568b4743,1,0.19,5,288,0,0,0
53b0b4b2ea6da133358b5563,1,0.81,5,343,0,0,3
53b10163160ba0c03e8b510f,1,0.92,5,64,18,2,2
53b1c30ec76da135398b5573,1,0.92,6,116,2,2,0
53b3dcdb1a0ba05b3f8b534e,3,0.6,6,54,12,2,2
53b474cccb6da1b7148b4609,1,0.96,7,362,87,0,3
53b51e9cc76da13f588b519b,1,0.38,4,126,0,2,0
53b5495e140ba05a1a8b47bd,1,0.65,5,23,0,2,2
53b5ab03190ba06c698b8d88,1,0.62,0,2,0,2,2
53b5fab6180ba0514c8b71c4,1,0.77,10,141,23,2,0
53b84a10e96da180998b476c,1,0.88,6,320,57,0,3
53b87319ea6da182468b4573,1,0.81,6,309,20,0,3
53b892641a0ba0f5178b459a,1,0.88,2,1,49,2,2
53b9559cc56da1b86f8b4fa0,1,0.96,5,208,28,0,0
53b96446190ba0ae778b4905,1,0.5,3,257,0,0,0
53bacd71170ba0e31c8b485b,1,0.35,2,1233,32,3,4
53bc5b6fcb6da1b92a8b52f5,1,0.88,5,73,0,2,2
53bdb8d4c56da10d6c8b4f84,1,0.88,3,41,48,2,2
53bed8c4c46da1972c8b6b07,2,0.81,6,1329,22,3,4
53bfbbb0140ba0091e8b4657,1,0.85,2,13,0,2,2
53c00680c56da1ba0e8b4aee,1,0.73,8,157,2,2,0
53c078f0170ba04b6b8b474d,1,1.0,10,186,24,0,0
53c15984e86da10f088b880e,1,0.92,2,25,0,2,2
53c24e86ca6da1f8878b4d6f,1,0.92,5,219,24,0,0
53c28a29e86da1a09b8b49f9,1,0.42,5,45,49,2,2
53c39723150ba06e458b91a3,1,0.0,3,85,0,2,2
53c593a8c46da101068b538f,1,0.92,5,295,0,0,3
53c6674dc56da1fa298b62cc,1,0.38,6,316,0,0,3
53c68965c56da1fe448b51a1,2,0.81,4,84,90,2,2
53c6ef58160ba030438b5ab7,1,0.31,5,15,0,2,2
53c96491e86da15b318b495e,1,0.31,1,187,2,0,0
53c997d2e96da142718b492f,1,0.96,5,37,0,2,2
53c9a61c140ba02f218b4c91,1,0.85,11,152,76,2,0
53cabe24170ba00f188b5c0d,1,1.0,11,37,63,2,2
53cac351140ba0915f8b45be,1,0.42,3,186,0,0,0
53cad6dc150ba007158b56be,1,0.96,1,58,4,2,2
53caed20e86da1c0808b474a,2,0.42,5,314,7,0,3
53caf1a91a0ba0f4308b4b41,1,0.96,4,325,36,0,3
53cb29e2e86da14c3e8b506a,1,1.0,1,403,40,0,3
53cb8158e96da106668b4e99,1,1.0,10,168,22,0,0
53cba4b3190ba05b758b466f,1,0.73,5,171,62,0,0
53cc3690150ba0782f8b4cf9,1,0.96,6,214,42,0,0
53ccde5f1a0ba004668b4a98,1,1.0,5,300,21,0,3
53cd70fdc96da141968b4a43,1,0.73,9,91,59,2,2
53ce8963c56da1f30b8b691d,1,0.92,3,57,0,2,2
53ce9983e96da13c998b46db,1,0.6,10,825,49,1,1
53ceaceacb6da1499b8b513d,1,0.73,8,132,55,2,0
53cee53ecb6da150948b48d2,1,1.0,7,79,23,2,2
53cf49e6cb6da1af588b5306,1,0.65,11,55,26,2,2
53cfcd19ca6da1cd398b50dc,1,0.31,6,136,81,2,0
53d0f72d180ba03a798b4aa1,1,0.0,6,126,0,2,0
53d11aa5e86da1aa1e8b45e2,1,0.85,3,260,66,0,0
53d28732150ba00a498b504e,1,1.0,7,10,62,2,2
53d2c96f180ba0bd7e8b4bf9,1,1.0,4,201,60,0,0
53d4bb28160ba07d4a8b5b80,1,0.38,2,6,0,2,2
53d4ccd3cd6da1af648b471b,1,0.96,3,171,27,0,0
53d54191170ba0e66d8b5e4c,1,0.42,0,1,0,2,2
53d615f1c46da1e30f8b46cc,1,0.88,8,46,23,2,2
53d679eaea6da1039d8b4da3,1,0.0,1,98,29,2,2
53d75a9fc76da153068b4961,1,0.0,4,65,34,2,2
53d77cf5e76da1c1478b47ca,4,0.92,7,78,3,2,2
53d8afd1160ba06e648b5334,2,0.5,3,129,3,2,0
53d9030e190ba06e228b4e19,2,0.69,11,278,44,0,0
53da650fc56da17b198b5f63,1,0.73,10,20,18,2,2
53daa4a0150ba0f6638b5664,1,0.0,6,414,2,0,3
53dba8d4e76da1ce4f8b4614,1,0.88,4,421,2,0,3
53ddecfb140ba0a67e8b4c06,1,0.54,5,134,18,2,0
53dff999c96da175028b4595,1,0.58,6,49,39,2,2
53dffe5bc96da1a71f8b45cc,1,1.0,4,23,41,2,2
53e018221b0ba0e3628b45ed,1,0.54,4,204,83,0,0
53e1df87c56da166768b4b03,1,0.69,2,285,44,0,0
53e2313fc96da15a708b47de,1,0.69,2,1,30,2,2
53e26d45cd6da19b218b46e8,3,0.31,4,173,2,0,0
53e3511bc96da13c018b4913,1,0.0,1,57,0,2,2
53e3f120160ba0e67f8b47f3,1,0.96,5,79,27,2,2
53e47b73ea6da178878b457b,1,0.35,7,167,0,0,0
53e483e2180ba047508b4aa5,1,0.19,4,41,0,2,2
53e779c2c76da1f5648b45e5,1,0.58,3,51,2,2,2
53e7a759c76da1f41d8b456a,1,0.96,6,110,70,2,0
53e90ef3c56da1d4338b4600,1,1.0,5,38,35,2,2
53ea30a9e86da1f0028b51ab,1,1.0,9,220,18,0,0
53ea3fd81b0ba01f398b46c3,1,0.88,4,6,0,2,2
53eabea61b0ba0604d8b45f5,1,0.77,3,474,40,0,3
53eb02dd160ba091248b5164,1,0.85,6,153,0,2,0
53ebc2db160ba077078b484b,1,0.92,9,854,22,1,1
53ebdbb5140ba0692c8b4604,1,0.0,1,3,0,2,2
53ecc87fea6da1c5488b4637,2,0.27,1,304,37,0,3
53ecc9a11b0ba0794a8b4b21,1,0.0,3,136,0,2,0
53ed0906ea6da142698b4c8b,1,0.81,6,317,61,0,3
53eda4ece96da115088b4726,1,0.81,5,535,82,1,3
53ee4920c76da1df1d8b4986,1,0.77,4,529,85,1,3
53ee552be96da1c6258b461b,1,0.58,5,4,0,2,2
53ef9c70170ba03e368b482d,1,0.65,2,70,2,2,2
53efba90c96da1478b8b473e,1,0.0,2,188,0,0,0
53f06a51140ba03a448b4841,1,0.0,4,98,2,2,2
53f12282ea6da1be348b4796,1,0.58,2,596,27,1,3
53f1e7f0170ba0f71a8b4859,1,0.92,10,811,40,1,1
53f247facd6da15c7f8b4567,1,0.77,1,371,2,0,3
53f38547e76da1a0158b45b0,1,0.92,5,177,2,0,0
53f3b79cc96da11e1b8b458c,1,0.62,11,218,13,0,0
53f3bd91e86da15a568b4601,1,0.96,6,39,3,2,2
53f521ad150ba0f10b8b478d,1,0.0,5,103,0,2,2
53f59cf8190ba026308b496b,1,0.81,5,82,2,2,2
53f61afac46da16f7c8b4585,1,0.15,4,1135,0,3,1
53f676c7190ba01d4d8b45a8,1,0.23,4,9,0,2,2
53f7676d1a0ba073528b4770,1,0.92,7,372,35,0,3
53f771271a0ba0996f8b47a4,3,0.08,2,178,0,0,0
53f79889ca6da1688c8b45c3,2,0.92,6,218,12,0,0
53f866dd1b0ba05f2e8b4782,1,0.88,4,62,0,2,2
53f87f79180ba0ee4e8b4786,5,0.88,4,42,76,2,2
53f8a937ca6da171528b491d,1,0.23,3,763,42,1,1
53fc65e3c56da144768b46b4,1,0.46,7,154,21,2,0
53fcf9ca1b0ba01a518b4884,1,0.9,0,56,0,2,2
53fdd9dbcb6da138208b4c89,1,0.0,2,160,0,0,0
53ff6af1160ba099468b4651,1,0.92,7,255,10,0,0
54003dafe76da1f89c8b468d,1,0.81,4,252,35,0,0
54006928190ba03f628b4d3a,2,0.73,4,23,24,2,2
54008eedc76da1f80b8b5098,1,0.85,6,782,29,1,1
5400ab73c76da1d9338b510b,1,0.58,3,327,2,0,3
5400d65aca6da1f03f8b4d36,1,0.0,4,139,0,2,0
5400db391b0ba09c6a8b473a,1,0.58,2,102,3,2,2
5400fbcfea6da1b6628b45e5,1,0.0,2,278,0,0,0
54010e96cb6da105858b4fd1,1,0.88,5,562,0,1,3
540198c91b0ba0545f8b5164,1,0.0,0,328,0,0,3
5401df58c96da1d9048b4935,1,0.31,5,146,25,2,0
540223c9cb6da1271d8b508c,1,0.6,1,276,0,0,0
54032709170ba0ea6d8b50cb,1,0.58,4,178,0,0,0
5404e32fcd6da186148b4698,1,0.92,5,47,0,2,2
5404e9f9150ba0db7f8b45f2,1,0.96,7,27,17,2,2
5404eca9190ba022668b48ef,1,0.73,3,23,0,2,2
5405c984c96da1a8598b4f53,3,0.35,5,555,37,1,3
54071390150ba0616c8b48f7,1,0.81,3,155,18,2,0
54074537c96da130148b477e,1,0.85,5,29,0,2,2
5407905e160ba0685c8b4770,1,0.62,4,108,0,2,2
5408aadec46da1785b8b45f1,3,0.69,3,175,7,0,0
540942571b0ba0c1298b478c,1,0.85,9,61,11,2,2
540c0559160ba055568b471e,1,0.62,10,214,24,0,0
540c29a7ca6da1f16c8b467c,1,0.85,10,771,0,1,1
540caeace76da1ee488b45a6,3,0.5,4,69,22,2,2
540cbfe5c56da14e2b8b45c0,5,0.54,7,501,85,1,3
540d7efbc46da109648b469a,1,0.88,6,695,3,1,1
540d8d13ca6da138488b4e0e,1,0.62,4,165,28,0,0
540db360160ba0e2188b45ba,1,0.81,4,48,31,2,2
540f2f83ea6da1428c8b519b,1,0.5,4,257,67,0,0
540f68911b0ba076258b48fe,1,0.81,7,9,0,2,2
54102827180ba0cf6d8b464a,1,0.31,4,223,20,0,0
5410cf1a180ba029348b4b1c,1,0.88,4,531,0,1,3
541198c4150ba018058b49c2,1,0.65,2,79,37,2,2
5411db62c46da14c1f8b4fbc,1,0.85,2,7,3,2,2
5411f036e56da1a2838b45a7,1,0.92,5,106,88,2,0
54132c6a160ba08e648b4f38,1,0.81,7,170,0,0,0
5414030a1b0ba0ab598b5087,1,0.19,5,132,0,2,0
541498441b0ba0c9078b46f8,1,0.85,5,79,48,2,2
54149f7f140ba009268b4d0a,1,0.42,3,171,4,0,0
54153f7a1b0ba006468b4614,1,0.96,5,190,9,0,0
54160ba3150ba0ad748b4b2b,1,0.96,5,91,3,2,2
54161c72e96da1170c8b4e8b,1,1.0,11,22,65,2,2
54176627190ba0d3118b49f0,1,0.5,2,51,0,2,2
54188068ca6da17f2f8b487b,1,0.19,3,74,4,2,2
54199bd4c66da10b488b4575,1,0.5,4,2,0,2,2
5419c501190ba04f1b8b4c0b,1,0.0,1,186,40,0,0
5419c59fe96da1507e8b4bad,2,0.38,1,1,0,2,2
5419e8eac76da186478b473e,1,0.77,8,130,31,2,0
5419ffcf1b0ba042048b47dc,1,0.27,2,513,4,1,3
541a85b5190ba0d4058b4643,1,0.0,1,58,0,2,2
541ae87ce86da156888b4d0c,1,0.96,9,85,16,2,2
541b5e30cd6da100348b4630,1,0.0,9,19,0,2,2
541bcf75c96da169258b509b,1,0.65,5,580,15,1,3
541bdc28160ba031598b50f2,1,0.54,5,290,0,0,0
541c8489e86da1e83e8b4d48,1,0.0,4,114,13,2,0
541d7f9f1b0ba0fb328b4d19,1,0.85,7,259,4,0,0
541e94fbc66da191148b45a1,1,0.58,5,0,48,2,2
541ead8f150ba06b268b46d7,1,0.5,7,813,3,1,1
541f279bc96da1aa758b4d52,1,0.96,3,264,2,0,0
541f3cb9150ba0b1388b4956,1,0.92,2,39,61,2,2
54202018ca6da1f9718b5191,1,0.42,0,0,0,2,2
54207eb5e86da12e128b4aef,1,0.5,2,19,21,2,2
5423e7cc1b0ba0956c8b5298,1,1.0,5,84,0,2,2
54241415ca6da1cb878b47a6,1,0.54,1,0,28,2,2
54241853140ba0a3628b485b,1,0.96,9,219,90,0,0
54250d92180ba0ac418b51c0,1,0.69,9,27,0,2,2
54251f51180ba0bd0d8b46a2,1,0.15,2,300,25,0,3
54253f64c46da1d85a8b4998,1,0.5,4,21,0,2,2
54254d16150ba021728b4a2c,1,0.62,3,100,32,2,2
54257d75c76da161358b4607,1,0.85,11,101,3,2,2
5425c579190ba08b508b50ec,1,0.85,11,67,74,2,2
542661cce96da126278b48e4,1,0.81,4,168,3,0,0
54268cc8140ba05a398b49e2,1,0.38,9,608,3,1,3
5426ac1eea6da120158b472f,1,0.38,1,103,11,2,2
54282667c76da16a718b4e82,1,0.31,1,19,0,2,2
5429281b180ba08c1b8b467e,1,0.92,5,22,39,2,2
5429848ac76da1060a8b47fc,1,0.73,2,6,0,2,2
5429baafe86da1ec4e8b4952,1,0.69,9,99,28,2,2
542a8979ca6da119668b48a5,1,0.88,3,9,0,2,2
542ce757180ba03a288b4982,1,0.88,9,283,14,0,0
542d533ce96da107218b4816,1,0.92,9,101,78,2,2
542da8cdc56da1a50a8b45ed,3,0.8,6,399,0,0,3
542db1871b0ba0941e8b4a5b,1,0.31,6,101,0,2,2
542dc796cb6da1c1108b4827,1,0.81,2,154,47,2,0
542e6f8f150ba077178b48f0,1,0.81,10,9,72,2,2
54304619180ba09d298b4a04,1,0.65,3,462,21,0,3
543066961c0ba04f088b45fa,1,0.5,7,216,18,0,0
5431047ce56da1ae588b45db,1,0.04,0,8,77,2,2
5431cf26e86da193788b48fc,1,0.0,3,418,19,0,3
5432792ecb6da193428b45de,1,0.88,3,59,89,2,2
5432a49c190ba0873a8b464a,1,0.81,1,215,59,0,0
5432c0d8140ba0ec718b45e8,1,0.69,11,709,26,1,1
5432eec6c76da17a728b45c0,1,0.62,6,14,57,2,2
5432f1101b0ba04f148b45a7,1,0.92,5,354,0,0,3
54341823170ba0bc098b46d2,1,0.58,2,1,35,2,2
543437e9180ba0c3408b4568,1,0.96,8,120,45,2,0
54351233c56da1bc218b4577,1,0.81,10,90,42,2,2
5436d3731c0ba04e448b474d,1,0.54,3,16,0,2,2
5436e276150ba05d028b4758,1,0.81,3,237,17,0,0
5436f52ee96da151198b48c5,1,0.23,2,76,0,2,2
5436f9c7180ba027358b470c,1,0.54,9,156,19,2,0
5438175dc56da13c5d8b4f87,1,0.54,8,115,8,2,0
543919d8190ba0f4388b48c0,5,1.0,7,95,27,2,2
543929c71a0ba0e97a8b4fac,1,0.77,3,264,42,0,0
5439a20dc56da1423b8b45eb,1,0.88,6,207,13,0,0
543a8075ca6da16a2c8b4f0d,1,0.54,4,255,22,0,0
543acc0cea6da1744c8b4967,1,0.5,3,35,31,2,2
543b5cdb190ba0e16e8b4655,1,0.96,5,444,59,0,3
543bb061e86da1ef1d8b4732,1,0.0,6,60,89,2,2
543bfb52e96da1223b8b4ec1,1,0.0,1,0,0,2,2
543c2f89e66da1df398b4684,1,0.54,1,233,0,0,0
543c331e160ba0162a8b47cc,1,0.85,8,7,2,2,2
543c3677c96da1f2658b46ab,1,1.0,1,25,0,2,2
543c63b3e86da1a8248b4b46,1,0.92,5,195,54,0,0
543cfb6a170ba036668b51ca,1,0.65,8,33,41,2,2
543eba04e96da1dc828b46d2,1,0.88,6,201,0,0,0
543ec146180ba009508b45a6,1,0.0,3,70,0,2,2
543eca07e66da1867a8b4753,1,0.73,9,3,0,2,2
5440125e150ba02b1d8b464b,1,1.0,7,55,52,2,2
5440d1c81b0ba0ca198b5084,1,0.85,4,475,32,0,3
5440f779e96da1ef0a8b4db2,1,0.81,7,369,65,0,3
54412fe0ca6da1c0118b45d2,1,0.88,7,202,88,0,0
5441731dca6da17c0f8b45bf,1,0.92,6,87,43,2,2
5441a73cc76da1a8648b46e3,1,0.96,11,279,51,0,0
54426628c96da18a8c8b48e3,1,0.42,3,167,6,0,0
54429030190ba0672e8b48ee,1,0.81,7,80,11,2,2
54437c4fca6da1ae308b45c5,1,0.62,4,123,2,2,0
5443b96b1a0ba0ee3f8b46e1,1,0.62,5,186,41,0,0
5443c4dd180ba0e62a8b476d,1,0.92,3,17,78,2,2
544405a81c0ba0e0108b4601,1,1.0,4,72,51,2,2
544407a8c56da1b11d8b4588,1,0.77,4,49,27,2,2
5444c984e66da1bc678b4673,1,0.54,2,25,89,2,2
544507c0e96da115958b48a9,1,0.85,4,471,89,0,3
544513c4cb6da18c0a8b47c2,1,0.88,1,1010,17,1,1
5445512dea6da120378b47b4,1,0.92,6,184,38,0,0
5445606ae76da186408b456a,1,0.96,9,70,2,2,2
54463dace96da14e788b4cfa,1,0.62,4,232,61,0,0
54468ea6160ba0295e8b4594,1,0.23,3,343,90,0,3
54468f3e1b0ba01b428b4a79,1,0.4,5,191,2,0,0
54479931170ba0f3048b46cf,1,0.62,1,1,59,2,2
5447b771c56da174088b47c8,1,0.12,6,89,36,2,2
5447eb19ea6da1fd088b477a,1,0.92,4,454,29,0,3
544800f0c86da1982e8b4751,1,0.0,0,0,0,2,2
54481ecc1c0ba00f508b4b85,1,0.96,4,588,4,1,3
54495a70c46da1f3438b4679,1,0.96,2,175,13,0,0
54495c1ae76da1667a8b47c9,1,0.96,7,57,44,2,2
544bf7b3c86da17d0a8b47a9,1,0.54,2,25,14,2,2
544c125f190ba0c1698b4d65,1,0.23,7,242,24,0,0
544c126cea6da1cd318b4d05,2,0.88,6,0,19,2,2
544caec9cd6da1d2478b4634,1,0.0,4,309,20,0,3
544ccb80170ba0dd618b4866,3,0.92,7,425,0,0,3
544d08ed170ba0e2348b4d67,1,0.85,6,81,0,2,2
544d0fe1190ba04b2b8b4cc7,1,0.38,6,31,25,2,2
544d20a1170ba050118b4a64,1,0.38,2,340,0,0,3
544d2a21140ba0f6478b4653,1,0.42,6,118,68,2,0
544d6f8ccb6da1fd718b486b,1,0.0,0,49,3,2,2
544d8387170ba02d758b4737,1,0.77,11,312,0,0,3
544e0a081c0ba0fb078b4ded,1,0.62,3,165,0,0,0
544e0b5dc56da1b3108b49ef,1,0.81,5,14,28,2,2
544e5d63e96da1225e8b483c,1,0.92,6,723,11,1,1
544e6b731c0ba0561a8b4645,1,0.92,3,106,10,2,2
544e9267180ba06a0f8b4c24,2,0.69,4,95,18,2,2
544ea326ea6da12e918b46ab,1,0.58,4,133,0,2,0
544f83cf1a0ba0db498b4749,1,0.58,1,186,81,0,0
544fdceb1a0ba0ac038b4945,1,0.69,7,231,7,0,0
544ff1afe86da1574a8b471e,1,0.85,8,67,77,2,2
545155c1c86da1322e8b4d33,1,0.73,4,86,6,2,2
5451d6e5c96da17b718b47cb,1,0.96,4,371,47,0,3
545360ec140ba079208b4f97,1,0.73,9,264,22,0,0
545367811c0ba0d1748b4acc,1,0.85,5,177,55,0,0
54538115c96da114098b4f7e,1,0.69,9,123,0,2,0
5454de42e96da1a2048b4b1a,1,0.35,5,21,0,2,2
5454fed9c46da148458b4be0,1,0.62,2,338,3,0,3
54556890c56da18f128b48b0,1,1.0,4,35,35,2,2
5455e7d2c96da1de608b4af7,2,0.58,3,238,27,0,0
54561050e86da1c9588b4e02,4,0.27,3,222,52,0,0
54561dedca6da1823b8b4e20,1,0.81,2,389,0,0,3
545649ceea6da166058b4617,1,0.0,2,80,0,2,2
54564e21150ba09c138b4695,1,0.96,2,57,22,2,2
54565f8cc56da164748b4a7f,1,0.54,5,454,0,0,3
54565fb6ea6da1106d8b4aff,1,0.31,2,76,0,2,2
545670da150ba0ce428b496d,2,0.73,6,222,14,0,0
5456b221e76da1580f8b47aa,1,0.77,5,290,7,0,0
5457c0e1170ba0ff128b45c5,1,0.73,7,377,40,0,3
5457cea0ea6da1d0878b4a81,1,0.23,4,68,0,2,2
5457ec03cb6da11e878b4902,1,0.69,3,248,75,0,0
545899f21b0ba070588b47ad,1,0.92,7,75,66,2,2
5458af8a1b0ba0f7208b457a,2,0.0,1,105,0,2,2
54591278c86da170358b485b,1,0.81,1,93,3,2,2
5459423e1b0ba09e5c8b489d,1,0.38,7,86,3,2,2
54594383cb6da151018b4835,1,1.0,8,308,62,0,3
54594827c76da115488b4943,1,0.65,5,263,19,0,0
54594a44180ba0c32f8b4ce3,1,0.81,4,356,0,0,3
54595248e56da1ae228b459d,1,0.85,7,81,21,2,2
545953d9e86da138698b4913,1,0.85,10,143,24,2,0
545956f91b0ba0cb358b49d0,1,0.77,9,50,13,2,2
5459da50c96da1b32f8b4be6,1,0.96,5,137,19,2,0
545a15d0c86da16f918b477e,1,0.81,7,53,75,2,2
545a9eff190ba06c168b4a58,1,0.27,10,1565,0,3,4
545ba471e86da170468b492f,1,0.85,0,15,0,2,2
545bebc2e86da1207b8b4709,1,0.19,1,67,0,2,2
545cef97c76da1a2058b456a,1,0.96,8,67,59,2,2
545d018ec46da1f8218b46e2,1,0.85,4,21,90,2,2
545e3d6e1c0ba07b028b4f0b,1,0.38,3,106,16,2,2
545e8197cb6da1cc618b4651,1,0.81,1,18,0,2,2
545f7d3e1a0ba0b8228b4ba8,1,0.35,2,543,77,1,3
545f95f91c0ba05d678b4577,1,0.88,2,100,3,2,2
545fa355160ba026608b4c67,1,0.62,9,5,23,2,2
545fc1f7c96da113698b4a6a,1,0.81,5,31,21,2,2
545fde61180ba0d7758b479a,1,0.81,3,256,0,0,0
54606da2ea6da1e0688b4e71,1,0.54,0,17,24,2,2
5460801c140ba0190f8b4aec,1,0.73,3,29,0,2,2
5460c8cb1c0ba0a49a8b49dd,1,0.88,4,183,44,0,0
5461397fe96da1d35f8b49fc,1,0.85,3,48,50,2,2
54614076ea6da13f188b4cba,1,0.65,7,203,36,0,0
54614389ea6da11a368b49a9,1,0.85,11,436,25,0,3
54614b93c86da13e2f8b4929,1,0.77,5,132,0,2,0
5461df43c86da129258b4d63,1,0.85,5,125,2,2,0
5461fcdbc46da1fa698b4937,1,0.15,4,110,25,2,0
54623bc4ca6da1937e8b46db,1,0.31,3,283,68,0,0
54627274ca6da1a5488b484a,1,0.73,9,97,0,2,2
5463482e150ba0e66b8b4d72,1,0.62,9,291,0,0,3
5463752aca6da15c308b46ef,1,1.0,5,505,3,1,3
5463b6cd190ba0d21f8b45b0,1,0.54,3,16,0,2,2
